 - Love numbers from file:./DATA/REF_6371_loading_love_numbers.txt
 - Green functions for MAX degree:       32768
 - Ice density (kg/m^3):   917.00000000000000     
 - Earth density (kg/m^3):   5505.0609557847711     
 - Load half-amplitude (deg):   2.5370000000000000E-002
 - Ice thickness variation: +1 m/year
 - ======= Grid properties (the grid has costant spacing) =======
 - Min and Max colatitudes (deg):   0.0000000000000000        60.000000000000000     
 - Colatitude increment(deg):   5.0740000000000004E-003
 - Number of grid points:       11825
#
#   Line        colat, deg        vert. vel., mm/yr    hor. vel., mm/yr     geoid vel., mm/yr
#
   9583       0.48619068E+02      -0.97869929E-05       0.16057261E-04      -0.94565397E-05
   9584       0.48624142E+02      -0.97558252E-05       0.16072350E-04      -0.94612646E-05
   9585       0.48629216E+02      -0.97890509E-05       0.16064436E-04      -0.94556310E-05
   9586       0.48634290E+02      -0.97418044E-05       0.16074210E-04      -0.94629419E-05
   9587       0.48639364E+02      -0.97865130E-05       0.16072615E-04      -0.94554608E-05
   9588       0.48644438E+02      -0.97330480E-05       0.16075416E-04      -0.94637716E-05
   9589       0.48649512E+02      -0.97783699E-05       0.16081037E-04      -0.94561913E-05
   9590       0.48654586E+02      -0.97299426E-05       0.16076780E-04      -0.94636911E-05
   9591       0.48659660E+02      -0.97648765E-05       0.16088887E-04      -0.94577813E-05
   9592       0.48664734E+02      -0.97316030E-05       0.16079074E-04      -0.94628430E-05
   9593       0.48669808E+02      -0.97474944E-05       0.16095477E-04      -0.94599957E-05
   9594       0.48674882E+02      -0.97360720E-05       0.16082862E-04      -0.94615418E-05
   9595       0.48679956E+02      -0.97285614E-05       0.16100402E-04      -0.94624582E-05
   9596       0.48685030E+02      -0.97407616E-05       0.16088368E-04      -0.94602037E-05
   9597       0.48690104E+02      -0.97107645E-05       0.16103632E-04      -0.94647366E-05
   9598       0.48695178E+02      -0.97430366E-05       0.16095427E-04      -0.94592525E-05
   9599       0.48700252E+02      -0.96965336E-05       0.16105516E-04      -0.94664397E-05
   9600       0.48705326E+02      -0.97408077E-05       0.16103524E-04      -0.94590241E-05
   9601       0.48710400E+02      -0.96874950E-05       0.16106705E-04      -0.94673058E-05
   9602       0.48715474E+02      -0.97330017E-05       0.16111909E-04      -0.94596911E-05
   9603       0.48720548E+02      -0.96841043E-05       0.16108007E-04      -0.94672617E-05
   9604       0.48725622E+02      -0.97198029E-05       0.16119766E-04      -0.94612237E-05
   9605       0.48730696E+02      -0.96855452E-05       0.16110199E-04      -0.94664383E-05
   9606       0.48735770E+02      -0.97026103E-05       0.16126398E-04      -0.94633967E-05
   9607       0.48740844E+02      -0.96899131E-05       0.16113861E-04      -0.94651421E-05
   9608       0.48745918E+02      -0.96837220E-05       0.16131382E-04      -0.94658404E-05
   9609       0.48750992E+02      -0.96946451E-05       0.16119235E-04      -0.94637851E-05
   9610       0.48756066E+02      -0.96658165E-05       0.16134666E-04      -0.94681237E-05
   9611       0.48761140E+02      -0.96970976E-05       0.16126180E-04      -0.94627926E-05
   9612       0.48766214E+02      -0.96513492E-05       0.16136580E-04      -0.94698517E-05
   9613       0.48771288E+02      -0.96951412E-05       0.16134198E-04      -0.94625068E-05
   9614       0.48776362E+02      -0.96419991E-05       0.16137760E-04      -0.94707541E-05
   9615       0.48781436E+02      -0.96876407E-05       0.16142550E-04      -0.94631104E-05
   9616       0.48786510E+02      -0.96382911E-05       0.16139009E-04      -0.94707464E-05
   9617       0.48791584E+02      -0.96747096E-05       0.16150421E-04      -0.94645851E-05
   9618       0.48796658E+02      -0.96394779E-05       0.16141111E-04      -0.94699487E-05
   9619       0.48801732E+02      -0.96576842E-05       0.16157102E-04      -0.94667157E-05
   9620       0.48806806E+02      -0.96437092E-05       0.16144656E-04      -0.94686587E-05
   9621       0.48811880E+02      -0.96388213E-05       0.16162155E-04      -0.94691393E-05
   9622       0.48816954E+02      -0.96484491E-05       0.16149911E-04      -0.94672842E-05
   9623       0.48822028E+02      -0.96207898E-05       0.16165505E-04      -0.94714264E-05
   9624       0.48827102E+02      -0.96510474E-05       0.16156753E-04      -0.94662514E-05
   9625       0.48832176E+02      -0.96060687E-05       0.16167464E-04      -0.94731783E-05
   9626       0.48837250E+02      -0.96493369E-05       0.16164704E-04      -0.94659091E-05
   9627       0.48842324E+02      -0.95963889E-05       0.16168652E-04      -0.94741164E-05
   9628       0.48847398E+02      -0.96421212E-05       0.16173035E-04      -0.94664495E-05
   9629       0.48852472E+02      -0.95923438E-05       0.16169866E-04      -0.94741454E-05
   9630       0.48857546E+02      -0.96294438E-05       0.16180932E-04      -0.94678657E-05
   9631       0.48862620E+02      -0.95932560E-05       0.16171895E-04      -0.94733743E-05
   9632       0.48867694E+02      -0.96125775E-05       0.16187678E-04      -0.94699530E-05
   9633       0.48872768E+02      -0.95973305E-05       0.16175343E-04      -0.94720917E-05
   9634       0.48877842E+02      -0.95937368E-05       0.16192816E-04      -0.94723552E-05
   9635       0.48882916E+02      -0.96020601E-05       0.16180495E-04      -0.94707010E-05
   9636       0.48887990E+02      -0.95755791E-05       0.16196252E-04      -0.94746448E-05
   9637       0.48893064E+02      -0.96047905E-05       0.16187251E-04      -0.94696293E-05
   9638       0.48898138E+02      -0.95606055E-05       0.16198275E-04      -0.94764197E-05
   9639       0.48903212E+02      -0.96033182E-05       0.16195152E-04      -0.94692311E-05
   9640       0.48908286E+02      -0.95505977E-05       0.16199492E-04      -0.94773932E-05
   9641       0.48913360E+02      -0.95963869E-05       0.16203479E-04      -0.94697085E-05
   9642       0.48918434E+02      -0.95462167E-05       0.16200693E-04      -0.94774592E-05
   9643       0.48923508E+02      -0.95839701E-05       0.16211418E-04      -0.94710659E-05
   9644       0.48928582E+02      -0.95468553E-05       0.16202670E-04      -0.94767153E-05
   9645       0.48933656E+02      -0.95672765E-05       0.16218246E-04      -0.94731090E-05
   9646       0.48938730E+02      -0.95507751E-05       0.16206040E-04      -0.94754414E-05
   9647       0.48943804E+02      -0.95484771E-05       0.16223487E-04      -0.94754886E-05
   9648       0.48948878E+02      -0.95554994E-05       0.16211108E-04      -0.94740360E-05
   9649       0.48953952E+02      -0.95302161E-05       0.16227027E-04      -0.94777796E-05
   9650       0.48959026E+02      -0.95583710E-05       0.16217795E-04      -0.94729266E-05
   9651       0.48964100E+02      -0.95150145E-05       0.16229133E-04      -0.94795765E-05
   9652       0.48969174E+02      -0.95571519E-05       0.16225660E-04      -0.94724734E-05
   9653       0.48974248E+02      -0.95047031E-05       0.16230398E-04      -0.94805850E-05
   9654       0.48979322E+02      -0.95505268E-05       0.16233995E-04      -0.94728881E-05
   9655       0.48984396E+02      -0.95000101E-05       0.16231602E-04      -0.94806881E-05
   9656       0.48989470E+02      -0.95383993E-05       0.16241989E-04      -0.94741863E-05
   9657       0.48994544E+02      -0.95003982E-05       0.16233542E-04      -0.94799723E-05
   9658       0.48999618E+02      -0.95219133E-05       0.16248908E-04      -0.94761843E-05
   9659       0.49004692E+02      -0.95041863E-05       0.16236847E-04      -0.94787084E-05
   9660       0.49009766E+02      -0.95031944E-05       0.16254263E-04      -0.94785402E-05
   9661       0.49014840E+02      -0.95089291E-05       0.16241840E-04      -0.94772896E-05
   9662       0.49019914E+02      -0.94848713E-05       0.16257915E-04      -0.94808313E-05
   9663       0.49024988E+02      -0.95119687E-05       0.16248464E-04      -0.94761438E-05
   9664       0.49030062E+02      -0.94694830E-05       0.16260112E-04      -0.94826493E-05
   9665       0.49035136E+02      -0.95110334E-05       0.16256295E-04      -0.94756366E-05
   9666       0.49040210E+02      -0.94589073E-05       0.16261429E-04      -0.94836923E-05
   9667       0.49045284E+02      -0.95047495E-05       0.16264638E-04      -0.94759889E-05
   9668       0.49050358E+02      -0.94539385E-05       0.16262641E-04      -0.94838328E-05
   9669       0.49055432E+02      -0.94929507E-05       0.16272684E-04      -0.94772277E-05
   9670       0.49060506E+02      -0.94541087E-05       0.16264544E-04      -0.94831460E-05
   9671       0.49065580E+02      -0.94767148E-05       0.16279691E-04      -0.94791797E-05
   9672       0.49070654E+02      -0.94577945E-05       0.16267781E-04      -0.94818932E-05
   9673       0.49075728E+02      -0.94581203E-05       0.16285151E-04      -0.94815106E-05
   9674       0.49080802E+02      -0.94625833E-05       0.16272692E-04      -0.94804625E-05
   9675       0.49085876E+02      -0.94397781E-05       0.16288908E-04      -0.94838007E-05
   9676       0.49090950E+02      -0.94658174E-05       0.16279242E-04      -0.94792816E-05
   9677       0.49096024E+02      -0.94242427E-05       0.16291186E-04      -0.94856389E-05
   9678       0.49101098E+02      -0.94651927E-05       0.16287025E-04      -0.94787212E-05
   9679       0.49106172E+02      -0.94134371E-05       0.16292545E-04      -0.94867160E-05
   9680       0.49111246E+02      -0.94592780E-05       0.16295359E-04      -0.94790115E-05
   9681       0.49116320E+02      -0.94082201E-05       0.16293750E-04      -0.94868940E-05
   9682       0.49121394E+02      -0.94478366E-05       0.16303437E-04      -0.94801905E-05
   9683       0.49126468E+02      -0.94081931E-05       0.16295601E-04      -0.94862368E-05
   9684       0.49131542E+02      -0.94318794E-05       0.16310510E-04      -0.94820958E-05
   9685       0.49136616E+02      -0.94117907E-05       0.16298751E-04      -0.94849963E-05
   9686       0.49141690E+02      -0.94134361E-05       0.16316056E-04      -0.94844007E-05
   9687       0.49146764E+02      -0.94166343E-05       0.16303559E-04      -0.94835552E-05
   9688       0.49151838E+02      -0.93950975E-05       0.16319895E-04      -0.94866884E-05
   9689       0.49156912E+02      -0.94200678E-05       0.16310011E-04      -0.94823405E-05
   9690       0.49161986E+02      -0.93794318E-05       0.16322233E-04      -0.94885458E-05
   9691       0.49167060E+02      -0.94197562E-05       0.16317721E-04      -0.94817278E-05
   9692       0.49172134E+02      -0.93684054E-05       0.16323611E-04      -0.94896565E-05
   9693       0.49177208E+02      -0.94142117E-05       0.16326019E-04      -0.94819564E-05
   9694       0.49182282E+02      -0.93629404E-05       0.16324788E-04      -0.94898720E-05
   9695       0.49187356E+02      -0.94031278E-05       0.16334103E-04      -0.94830755E-05
   9696       0.49192430E+02      -0.93627077E-05       0.16326565E-04      -0.94892452E-05
   9697       0.49197504E+02      -0.93874477E-05       0.16341216E-04      -0.94849331E-05
   9698       0.49202578E+02      -0.93662010E-05       0.16329605E-04      -0.94880182E-05
   9699       0.49207652E+02      -0.93691512E-05       0.16346822E-04      -0.94872108E-05
   9700       0.49212726E+02      -0.93710769E-05       0.16334287E-04      -0.94865679E-05
   9701       0.49217800E+02      -0.93508079E-05       0.16350722E-04      -0.94894950E-05
   9702       0.49222874E+02      -0.93746832E-05       0.16340619E-04      -0.94853207E-05
   9703       0.49227948E+02      -0.93349974E-05       0.16353099E-04      -0.94913705E-05
   9704       0.49233022E+02      -0.93746561E-05       0.16348234E-04      -0.94846567E-05
   9705       0.49238096E+02      -0.93237286E-05       0.16354481E-04      -0.94925142E-05
   9706       0.49243170E+02      -0.93694526E-05       0.16356476E-04      -0.94848240E-05
   9707       0.49248244E+02      -0.93179870E-05       0.16355615E-04      -0.94927673E-05
   9708       0.49253318E+02      -0.93586972E-05       0.16364546E-04      -0.94858828E-05
   9709       0.49258392E+02      -0.93175127E-05       0.16357305E-04      -0.94921714E-05
   9710       0.49263466E+02      -0.93432660E-05       0.16371685E-04      -0.94876920E-05
   9711       0.49268540E+02      -0.93208600E-05       0.16360225E-04      -0.94909590E-05
   9712       0.49273614E+02      -0.93250879E-05       0.16377340E-04      -0.94899412E-05
   9713       0.49278688E+02      -0.93257231E-05       0.16364774E-04      -0.94895008E-05
   9714       0.49283762E+02      -0.93067100E-05       0.16381293E-04      -0.94922206E-05
   9715       0.49288836E+02      -0.93294560E-05       0.16370978E-04      -0.94882224E-05
   9716       0.49293910E+02      -0.92907227E-05       0.16383708E-04      -0.94941132E-05
   9717       0.49298984E+02      -0.93296685E-05       0.16378493E-04      -0.94875080E-05
   9718       0.49304058E+02      -0.92791762E-05       0.16385094E-04      -0.94952892E-05
   9719       0.49309132E+02      -0.93247644E-05       0.16386677E-04      -0.94876143E-05
   9720       0.49314206E+02      -0.92731189E-05       0.16386190E-04      -0.94955798E-05
   9721       0.49319280E+02      -0.93143004E-05       0.16394737E-04      -0.94886126E-05
   9722       0.49324354E+02      -0.92723612E-05       0.16387801E-04      -0.94950155E-05
   9723       0.49329428E+02      -0.92990855E-05       0.16401906E-04      -0.94903726E-05
   9724       0.49334502E+02      -0.92755193E-05       0.16390611E-04      -0.94938187E-05
   9725       0.49339576E+02      -0.92809976E-05       0.16407619E-04      -0.94925922E-05
   9726       0.49344650E+02      -0.92803271E-05       0.16395037E-04      -0.94923540E-05
   9727       0.49349724E+02      -0.92625600E-05       0.16411638E-04      -0.94948654E-05
   9728       0.49354798E+02      -0.92841470E-05       0.16401128E-04      -0.94910456E-05
   9729       0.49359872E+02      -0.92463725E-05       0.16414106E-04      -0.94967740E-05
   9730       0.49364946E+02      -0.92845648E-05       0.16408558E-04      -0.94902817E-05
   9731       0.49370020E+02      -0.92345258E-05       0.16415516E-04      -0.94979817E-05
   9732       0.49375094E+02      -0.92799328E-05       0.16416699E-04      -0.94903276E-05
   9733       0.49380168E+02      -0.92281305E-05       0.16416595E-04      -0.94983098E-05
   9734       0.49385242E+02      -0.92697409E-05       0.16424764E-04      -0.94912651E-05
   9735       0.49390316E+02      -0.92270675E-05       0.16418149E-04      -0.94977776E-05
   9736       0.49395390E+02      -0.92547309E-05       0.16431982E-04      -0.94929751E-05
   9737       0.49400464E+02      -0.92300159E-05       0.16420872E-04      -0.94965975E-05
   9738       0.49405538E+02      -0.92367286E-05       0.16437774E-04      -0.94951639E-05
   9739       0.49410612E+02      -0.92347507E-05       0.16425198E-04      -0.94951276E-05
   9740       0.49415686E+02      -0.92182322E-05       0.16441881E-04      -0.94974297E-05
   9741       0.49420760E+02      -0.92386450E-05       0.16431195E-04      -0.94937905E-05
   9742       0.49425834E+02      -0.92018491E-05       0.16444425E-04      -0.94993532E-05
   9743       0.49430908E+02      -0.92392620E-05       0.16438559E-04      -0.94929782E-05
   9744       0.49435982E+02      -0.91897085E-05       0.16445880E-04      -0.95005920E-05
   9745       0.49441056E+02      -0.92349037E-05       0.16446676E-04      -0.94929640E-05
   9746       0.49446130E+02      -0.91829823E-05       0.16446966E-04      -0.95009576E-05
   9747       0.49451204E+02      -0.92249937E-05       0.16454764E-04      -0.94938407E-05
   9748       0.49456278E+02      -0.91816215E-05       0.16448483E-04      -0.95004580E-05
   9749       0.49461352E+02      -0.92102058E-05       0.16462046E-04      -0.94955000E-05
   9750       0.49466426E+02      -0.91843683E-05       0.16451138E-04      -0.94992957E-05
   9751       0.49471500E+02      -0.91923125E-05       0.16467931E-04      -0.94976569E-05
   9752       0.49476574E+02      -0.91890400E-05       0.16455378E-04      -0.94978219E-05
   9753       0.49481648E+02      -0.91737847E-05       0.16472139E-04      -0.94999141E-05
   9754       0.49486722E+02      -0.91930215E-05       0.16461294E-04      -0.94964574E-05
   9755       0.49491796E+02      -0.91572349E-05       0.16474772E-04      -0.95018514E-05
   9756       0.49496870E+02      -0.91938545E-05       0.16468600E-04      -0.94955977E-05
   9757       0.49501944E+02      -0.91448290E-05       0.16476284E-04      -0.95031205E-05
   9758       0.49507018E+02      -0.91897920E-05       0.16476698E-04      -0.94955240E-05
   9759       0.49512092E+02      -0.91377983E-05       0.16477384E-04      -0.95035235E-05
   9760       0.49517166E+02      -0.91801908E-05       0.16484811E-04      -0.94963398E-05
   9761       0.49522240E+02      -0.91361633E-05       0.16478872E-04      -0.95030572E-05
   9762       0.49527314E+02      -0.91656565E-05       0.16492158E-04      -0.94979477E-05
   9763       0.49532388E+02      -0.91387294E-05       0.16481460E-04      -0.95019137E-05
   9764       0.49537462E+02      -0.91479064E-05       0.16498135E-04      -0.95000717E-05
   9765       0.49542536E+02      -0.91433569E-05       0.16485614E-04      -0.95004374E-05
   9766       0.49547610E+02      -0.91293817E-05       0.16502442E-04      -0.95023191E-05
   9767       0.49552684E+02      -0.91474438E-05       0.16491444E-04      -0.94990470E-05
   9768       0.49557758E+02      -0.91126982E-05       0.16505160E-04      -0.95042692E-05
   9769       0.49562832E+02      -0.91485119E-05       0.16498686E-04      -0.94981409E-05
   9770       0.49567906E+02      -0.91000559E-05       0.16506724E-04      -0.95055680E-05
   9771       0.49572980E+02      -0.91447657E-05       0.16506755E-04      -0.94980083E-05
   9772       0.49578054E+02      -0.90927446E-05       0.16507832E-04      -0.95060083E-05
   9773       0.49583128E+02      -0.91354958E-05       0.16514881E-04      -0.94987631E-05
   9774       0.49588202E+02      -0.90908532E-05       0.16509282E-04      -0.95055757E-05
   9775       0.49593276E+02      -0.91212388E-05       0.16522281E-04      -0.95003191E-05
   9776       0.49598350E+02      -0.90932509E-05       0.16511795E-04      -0.95044521E-05
   9777       0.49603424E+02      -0.91036557E-05       0.16528336E-04      -0.95024091E-05
   9778       0.49608498E+02      -0.90978421E-05       0.16515851E-04      -0.95029747E-05
   9779       0.49613572E+02      -0.90851567E-05       0.16532730E-04      -0.95046454E-05
   9780       0.49618646E+02      -0.91020394E-05       0.16521583E-04      -0.95015595E-05
   9781       0.49623720E+02      -0.90683583E-05       0.16535521E-04      -0.95066071E-05
   9782       0.49628794E+02      -0.91033467E-05       0.16528746E-04      -0.95006083E-05
   9783       0.49633868E+02      -0.90554935E-05       0.16537127E-04      -0.95079350E-05
   9784       0.49638942E+02      -0.90999210E-05       0.16536771E-04      -0.95004172E-05
   9785       0.49644016E+02      -0.90479092E-05       0.16538233E-04      -0.95084124E-05
   9786       0.49649090E+02      -0.90909881E-05       0.16544896E-04      -0.95011111E-05
   9787       0.49654164E+02      -0.90457628E-05       0.16539636E-04      -0.95080140E-05
   9788       0.49659238E+02      -0.90770154E-05       0.16552335E-04      -0.95026145E-05
   9789       0.49664312E+02      -0.90479879E-05       0.16542064E-04      -0.95069113E-05
   9790       0.49669386E+02      -0.90596067E-05       0.16558457E-04      -0.95046695E-05
   9791       0.49674460E+02      -0.90525345E-05       0.16546014E-04      -0.95054340E-05
   9792       0.49679534E+02      -0.90411400E-05       0.16562928E-04      -0.95068935E-05
   9793       0.49684608E+02      -0.90568321E-05       0.16551639E-04      -0.95039955E-05
   9794       0.49689682E+02      -0.90242310E-05       0.16565786E-04      -0.95088657E-05
   9795       0.49694756E+02      -0.90583683E-05       0.16558714E-04      -0.95030001E-05
   9796       0.49699830E+02      -0.90111444E-05       0.16567429E-04      -0.95102219E-05
   9797       0.49704904E+02      -0.90552550E-05       0.16566688E-04      -0.95027514E-05
   9798       0.49709978E+02      -0.90032833E-05       0.16568531E-04      -0.95107363E-05
   9799       0.49715052E+02      -0.90466537E-05       0.16574804E-04      -0.95033842E-05
   9800       0.49720126E+02      -0.90008737E-05       0.16569886E-04      -0.95103725E-05
   9801       0.49725200E+02      -0.90329632E-05       0.16582277E-04      -0.95048345E-05
   9802       0.49730274E+02      -0.90029142E-05       0.16572229E-04      -0.95092916E-05
   9803       0.49735348E+02      -0.90157295E-05       0.16588464E-04      -0.95068534E-05
   9804       0.49740422E+02      -0.90074025E-05       0.16576072E-04      -0.95078157E-05
   9805       0.49745496E+02      -0.89972968E-05       0.16593012E-04      -0.95090639E-05
   9806       0.49750570E+02      -0.90117863E-05       0.16581589E-04      -0.95063554E-05
   9807       0.49755644E+02      -0.89802790E-05       0.16595937E-04      -0.95110455E-05
   9808       0.49760718E+02      -0.90135394E-05       0.16588576E-04      -0.95053169E-05
   9809       0.49765792E+02      -0.89669706E-05       0.16597621E-04      -0.95124292E-05
   9810       0.49770866E+02      -0.90107302E-05       0.16596497E-04      -0.95050111E-05
   9811       0.49775940E+02      -0.89588301E-05       0.16598723E-04      -0.95129803E-05
   9812       0.49781014E+02      -0.90024567E-05       0.16604606E-04      -0.95055829E-05
   9813       0.49786088E+02      -0.89561516E-05       0.16600034E-04      -0.95126516E-05
   9814       0.49791162E+02      -0.89890491E-05       0.16612113E-04      -0.95069794E-05
   9815       0.49796236E+02      -0.89579996E-05       0.16602296E-04      -0.95115934E-05
   9816       0.49801310E+02      -0.89719949E-05       0.16618365E-04      -0.95089613E-05
   9817       0.49806384E+02      -0.89624201E-05       0.16606036E-04      -0.95101203E-05
   9818       0.49811458E+02      -0.89536031E-05       0.16622992E-04      -0.95111570E-05
   9819       0.49816532E+02      -0.89668814E-05       0.16611448E-04      -0.95086393E-05
   9820       0.49821606E+02      -0.89364834E-05       0.16625988E-04      -0.95131469E-05
   9821       0.49826680E+02      -0.89688447E-05       0.16618347E-04      -0.95075589E-05
   9822       0.49831754E+02      -0.89229587E-05       0.16627716E-04      -0.95145573E-05
   9823       0.49836828E+02      -0.89663362E-05       0.16626215E-04      -0.95071966E-05
   9824       0.49841902E+02      -0.89145412E-05       0.16628821E-04      -0.95151449E-05
   9825       0.49846976E+02      -0.89583911E-05       0.16634312E-04      -0.95077076E-05
   9826       0.49852050E+02      -0.89115928E-05       0.16630091E-04      -0.95148515E-05
   9827       0.49857124E+02      -0.89452709E-05       0.16641851E-04      -0.95090498E-05
   9828       0.49862198E+02      -0.89132438E-05       0.16632273E-04      -0.95138171E-05
   9829       0.49867272E+02      -0.89284034E-05       0.16648166E-04      -0.95109936E-05
   9830       0.49872346E+02      -0.89175895E-05       0.16635908E-04      -0.95123478E-05
   9831       0.49877420E+02      -0.89100604E-05       0.16652868E-04      -0.95131734E-05
   9832       0.49882494E+02      -0.89221201E-05       0.16641211E-04      -0.95108476E-05
   9833       0.49887568E+02      -0.88928459E-05       0.16655933E-04      -0.95151703E-05
   9834       0.49892642E+02      -0.89242858E-05       0.16648017E-04      -0.95097264E-05
   9835       0.49897716E+02      -0.88791087E-05       0.16657701E-04      -0.95166066E-05
   9836       0.49902790E+02      -0.89220718E-05       0.16655824E-04      -0.95093083E-05
   9837       0.49907864E+02      -0.88704136E-05       0.16658807E-04      -0.95172304E-05
   9838       0.49912938E+02      -0.89144514E-05       0.16663903E-04      -0.95097585E-05
   9839       0.49918012E+02      -0.88671893E-05       0.16660032E-04      -0.95169727E-05
   9840       0.49923086E+02      -0.89016169E-05       0.16671464E-04      -0.95110460E-05
   9841       0.49928160E+02      -0.88686321E-05       0.16662129E-04      -0.95159627E-05
   9842       0.49933234E+02      -0.88849355E-05       0.16677834E-04      -0.95129507E-05
   9843       0.49938308E+02      -0.88728880E-05       0.16665654E-04      -0.95144987E-05
   9844       0.49943382E+02      -0.88666407E-05       0.16682605E-04      -0.95151133E-05
   9845       0.49948456E+02      -0.88774702E-05       0.16670841E-04      -0.95129805E-05
   9846       0.49953530E+02      -0.88493285E-05       0.16685732E-04      -0.95171161E-05
   9847       0.49958604E+02      -0.88798201E-05       0.16677546E-04      -0.95118196E-05
   9848       0.49963678E+02      -0.88353721E-05       0.16687537E-04      -0.95185774E-05
   9849       0.49968752E+02      -0.88778833E-05       0.16685285E-04      -0.95113465E-05
   9850       0.49973826E+02      -0.88263878E-05       0.16688640E-04      -0.95192371E-05
   9851       0.49978900E+02      -0.88705724E-05       0.16693338E-04      -0.95117361E-05
   9852       0.49983974E+02      -0.88228706E-05       0.16689818E-04      -0.95190153E-05
   9853       0.49989048E+02      -0.88580108E-05       0.16700917E-04      -0.95129682E-05
   9854       0.49994122E+02      -0.88240838E-05       0.16691830E-04      -0.95180307E-05
   9855       0.49999196E+02      -0.88415048E-05       0.16707338E-04      -0.95148329E-05
   9856       0.50004270E+02      -0.88282250E-05       0.16695246E-04      -0.95165731E-05
   9857       0.50009344E+02      -0.88232482E-05       0.16712178E-04      -0.95169771E-05
   9858       0.50014418E+02      -0.88328328E-05       0.16700317E-04      -0.95150383E-05
   9859       0.50019492E+02      -0.88058277E-05       0.16715370E-04      -0.95189847E-05
   9860       0.50024566E+02      -0.88353419E-05       0.16706924E-04      -0.95138389E-05
   9861       0.50029640E+02      -0.87916400E-05       0.16717217E-04      -0.95204701E-05
   9862       0.50034714E+02      -0.88336604E-05       0.16714598E-04      -0.95133115E-05
   9863       0.50039788E+02      -0.87823517E-05       0.16718327E-04      -0.95211652E-05
   9864       0.50044862E+02      -0.88266414E-05       0.16722631E-04      -0.95136405E-05
   9865       0.50049936E+02      -0.87785243E-05       0.16719470E-04      -0.95209797E-05
   9866       0.50055010E+02      -0.88143405E-05       0.16730236E-04      -0.95148170E-05
   9867       0.50060084E+02      -0.87794886E-05       0.16721410E-04      -0.95200213E-05
   9868       0.50065158E+02      -0.87980025E-05       0.16736718E-04      -0.95166407E-05
   9869       0.50070232E+02      -0.87834956E-05       0.16724730E-04      -0.95185712E-05
   9870       0.50075306E+02      -0.87797809E-05       0.16741640E-04      -0.95187653E-05
   9871       0.50080380E+02      -0.87881115E-05       0.16729701E-04      -0.95170211E-05
   9872       0.50085454E+02      -0.87622519E-05       0.16744914E-04      -0.95207764E-05
   9873       0.50090528E+02      -0.87907663E-05       0.16736225E-04      -0.95157845E-05
   9874       0.50095602E+02      -0.87478339E-05       0.16746824E-04      -0.95222850E-05
   9875       0.50100676E+02      -0.87893328E-05       0.16743851E-04      -0.95152035E-05
   9876       0.50105750E+02      -0.87382433E-05       0.16747961E-04      -0.95230153E-05
   9877       0.50110824E+02      -0.87826058E-05       0.16751881E-04      -0.95154722E-05
   9878       0.50115898E+02      -0.87341077E-05       0.16749091E-04      -0.95228662E-05
   9879       0.50120972E+02      -0.87705734E-05       0.16759528E-04      -0.95165926E-05
   9880       0.50126046E+02      -0.87348258E-05       0.16750981E-04      -0.95219348E-05
   9881       0.50131120E+02      -0.87544189E-05       0.16766092E-04      -0.95183744E-05
   9882       0.50136194E+02      -0.87387031E-05       0.16754227E-04      -0.95204935E-05
   9883       0.50141268E+02      -0.87362537E-05       0.16771115E-04      -0.95204782E-05
   9884       0.50146342E+02      -0.87433350E-05       0.16759119E-04      -0.95189295E-05
   9885       0.50151416E+02      -0.87186420E-05       0.16774492E-04      -0.95224917E-05
   9886       0.50156490E+02      -0.87461486E-05       0.16765578E-04      -0.95176568E-05
   9887       0.50161564E+02      -0.87040221E-05       0.16776484E-04      -0.95240228E-05
   9888       0.50166638E+02      -0.87449827E-05       0.16773171E-04      -0.95170231E-05
   9889       0.50171712E+02      -0.86941584E-05       0.16777668E-04      -0.95247877E-05
   9890       0.50176786E+02      -0.87385749E-05       0.16781212E-04      -0.95172317E-05
   9891       0.50181860E+02      -0.86897437E-05       0.16778803E-04      -0.95246754E-05
   9892       0.50186934E+02      -0.87268452E-05       0.16788914E-04      -0.95182957E-05
   9893       0.50192008E+02      -0.86902441E-05       0.16780658E-04      -0.95237716E-05
   9894       0.50197082E+02      -0.87109143E-05       0.16795569E-04      -0.95200348E-05
   9895       0.50202156E+02      -0.86940205E-05       0.16783841E-04      -0.95223405E-05
   9896       0.50207230E+02      -0.86928501E-05       0.16800702E-04      -0.95221167E-05
   9897       0.50212304E+02      -0.86986982E-05       0.16788661E-04      -0.95207639E-05
   9898       0.50217378E+02      -0.86752019E-05       0.16804186E-04      -0.95241314E-05
   9899       0.50222452E+02      -0.87017024E-05       0.16795057E-04      -0.95194564E-05
   9900       0.50227526E+02      -0.86604257E-05       0.16806264E-04      -0.95256839E-05
   9901       0.50232600E+02      -0.87008391E-05       0.16802616E-04      -0.95187708E-05
   9902       0.50237674E+02      -0.86503316E-05       0.16807496E-04      -0.95264832E-05
   9903       0.50242748E+02      -0.86947884E-05       0.16810662E-04      -0.95189197E-05
   9904       0.50247822E+02      -0.86456760E-05       0.16808632E-04      -0.95264077E-05
   9905       0.50252896E+02      -0.86834023E-05       0.16818409E-04      -0.95199269E-05
   9906       0.50257970E+02      -0.86459922E-05       0.16810445E-04      -0.95255325E-05
   9907       0.50263044E+02      -0.86677373E-05       0.16825140E-04      -0.95216225E-05
   9908       0.50268118E+02      -0.86496961E-05       0.16813552E-04      -0.95241126E-05
