    n                 h                 l                 k
      23195  0.1317587604D-03  0.1502218396D-12  0.4014950150D-08
      23196  0.1317530866D-03  0.1497216397D-12  0.4014603983D-08
      23197  0.1317474061D-03  0.1495917596D-12  0.4014258259D-08
      23198  0.1317417120D-03  0.1498321514D-12  0.4013912092D-08
      23199  0.1317360461D-03  0.1496250488D-12  0.4013565702D-08
      23200  0.1317303712D-03  0.1494490056D-12  0.4013219979D-08
      23201  0.1317246907D-03  0.1496893721D-12  0.4012874255D-08
      23202  0.1317189966D-03  0.1501765162D-12  0.4012528088D-08
      23203  0.1317133296D-03  0.1500466500D-12  0.4012182586D-08
      23204  0.1317076491D-03  0.1497934066D-12  0.4011836863D-08
      23205  0.1317019753D-03  0.1499103344D-12  0.4011490917D-08
      23206  0.1316963017D-03  0.1499345727D-12  0.4011145416D-08
      23207  0.1316906331D-03  0.1497166887D-12  0.4010799914D-08
      23208  0.1316849609D-03  0.1497675881D-12  0.4010454191D-08
      23209  0.1316792897D-03  0.1493283917D-12  0.4010108912D-08
      23210  0.1316736066D-03  0.1498780387D-12  0.4009762966D-08
      23211  0.1316679328D-03  0.1497482302D-12  0.4009417687D-08
      23212  0.1316622726D-03  0.1497417786D-12  0.4009072185D-08
      23213  0.1316565989D-03  0.1493653061D-12  0.4008727128D-08
      23214  0.1316509319D-03  0.1496055419D-12  0.4008381627D-08
      23215  0.1316452514D-03  0.1497224272D-12  0.4008036569D-08
      23216  0.1316395776D-03  0.1498393024D-12  0.4007691068D-08
      23217  0.1316339242D-03  0.1494628905D-12  0.4007346233D-08
      23218  0.1316282437D-03  0.1495797668D-12  0.4007000731D-08
      23219  0.1316225835D-03  0.1495733245D-12  0.4006655674D-08
      23220  0.1316169030D-03  0.1495668826D-12  0.4006310395D-08
      23221  0.1316112564D-03  0.1491905473D-12  0.4005965559D-08
      23222  0.1316055759D-03  0.1495540006D-12  0.4005620502D-08
      23223  0.1315999225D-03  0.1495475605D-12  0.4005275667D-08
      23224  0.1315942419D-03  0.1492945568D-12  0.4004930387D-08
      23225  0.1315885885D-03  0.1490415749D-12  0.4004585552D-08
      23226  0.1315829216D-03  0.1486653432D-12  0.4004240717D-08
      23227  0.1315772410D-03  0.1495218053D-12  0.4003895882D-08
      23228  0.1315715921D-03  0.1496079476D-12  0.4003551268D-08
      23229  0.1315659207D-03  0.1492624201D-12  0.4003206433D-08
      23230  0.1315602605D-03  0.1495024948D-12  0.4002862042D-08
      23231  0.1315545867D-03  0.1493728142D-12  0.4002517207D-08
      23232  0.1315489401D-03  0.1493663845D-12  0.4002172593D-08
      23233  0.1315432753D-03  0.1492138877D-12  0.4001827758D-08
      23234  0.1315376198D-03  0.1489838393D-12  0.4001483589D-08
      23235  0.1315319460D-03  0.1493470982D-12  0.4001138976D-08
      23236  0.1315263062D-03  0.1492174523D-12  0.4000794807D-08
      23237  0.1315206528D-03  0.1485949649D-12  0.4000450415D-08
      23238  0.1315149791D-03  0.1489581935D-12  0.4000105802D-08
      23239  0.1315093189D-03  0.1488285807D-12  0.3999761633D-08
      23240  0.1315036587D-03  0.1490685710D-12  0.3999417242D-08
      23241  0.1314979985D-03  0.1489389649D-12  0.3999072851D-08
      23242  0.1314923384D-03  0.1489325564D-12  0.3998728682D-08
      23243  0.1314866850D-03  0.1490493296D-12  0.3998384290D-08
      23244  0.1314810309D-03  0.1490019627D-12  0.3998040343D-08
      23245  0.1314753918D-03  0.1489133344D-12  0.3997696618D-08
      23246  0.1314697296D-03  0.1489537696D-12  0.3997352227D-08
      23247  0.1314640714D-03  0.1487773624D-12  0.3997008280D-08
      23248  0.1314584248D-03  0.1485246530D-12  0.3996664333D-08
      23249  0.1314527431D-03  0.1487478738D-12  0.3996319942D-08
      23250  0.1314471112D-03  0.1488813087D-12  0.3995976439D-08
      23251  0.1314414263D-03  0.1491205848D-12  0.3995632714D-08
      23252  0.1314357977D-03  0.1487453686D-12  0.3995288766D-08
      23253  0.1314301578D-03  0.1486158432D-12  0.3994945041D-08
      23254  0.1314244972D-03  0.1484957350D-12  0.3994601094D-08
      23255  0.1314188443D-03  0.1487261791D-12  0.3994257147D-08
      23256  0.1314132044D-03  0.1487197836D-12  0.3993914088D-08
      23257  0.1314075578D-03  0.1487133888D-12  0.3993570363D-08
      23258  0.1314018977D-03  0.1487069944D-12  0.3993226416D-08
      23259  0.1313962443D-03  0.1487006006D-12  0.3992882691D-08
      23260  0.1313905986D-03  0.1486939073D-12  0.3992539188D-08
      23261  0.1313849511D-03  0.1485647287D-12  0.3992195685D-08
      23262  0.1313793045D-03  0.1483121806D-12  0.3991852404D-08
      23263  0.1313736579D-03  0.1489211816D-12  0.3991508901D-08
      23264  0.1313679977D-03  0.1490378501D-12  0.3991165398D-08
      23265  0.1313623640D-03  0.1485979521D-12  0.3990821895D-08
      23266  0.1313567180D-03  0.1489019783D-12  0.3990478836D-08
      23267  0.1313510782D-03  0.1486494702D-12  0.3990135555D-08
      23268  0.1313454316D-03  0.1483969833D-12  0.3989792496D-08
      23269  0.1313397850D-03  0.1485136493D-12  0.3989449215D-08
      23270  0.1313341452D-03  0.1483842285D-12  0.3989105934D-08
      23271  0.1313285122D-03  0.1483778517D-12  0.3988762876D-08
      23272  0.1313228588D-03  0.1478793646D-12  0.3988419595D-08
      23273  0.1313172257D-03  0.1484881227D-12  0.3988076980D-08
      23274  0.1313115791D-03  0.1486047597D-12  0.3987733921D-08
      23275  0.1313059393D-03  0.1481063269D-12  0.3987391084D-08
      23276  0.1313002927D-03  0.1485919901D-12  0.3987047581D-08
      23277  0.1312946597D-03  0.1484626049D-12  0.3986704744D-08
      23278  0.1312890063D-03  0.1485792229D-12  0.3986361463D-08
      23279  0.1312833801D-03  0.1479578862D-12  0.3986019070D-08
      23280  0.1312777402D-03  0.1486894432D-12  0.3985676233D-08
      23281  0.1312721140D-03  0.1479451749D-12  0.3985333619D-08
      23282  0.1312664470D-03  0.1481847700D-12  0.3984990116D-08
      23283  0.1312608344D-03  0.1479324659D-12  0.3984647723D-08
      23284  0.1312551810D-03  0.1482950055D-12  0.3984305108D-08
      23285  0.1312495523D-03  0.1482757024D-12  0.3983962493D-08
      23286  0.1312439156D-03  0.1488370401D-12  0.3983619656D-08
      23287  0.1312382708D-03  0.1479612595D-12  0.3983277042D-08
      23288  0.1312326285D-03  0.1486383626D-12  0.3982934427D-08
      23289  0.1312269887D-03  0.1480172900D-12  0.3982591590D-08
      23290  0.1312213763D-03  0.1476914065D-12  0.3982249419D-08
      23291  0.1312157368D-03  0.1484796993D-12  0.3981906804D-08
      23292  0.1312100964D-03  0.1477523804D-12  0.3981564412D-08
      23293  0.1312044837D-03  0.1476231200D-12  0.3981222241D-08
      23294  0.1311988303D-03  0.1483542516D-12  0.3980879626D-08
      23295  0.1311932040D-03  0.1479791640D-12  0.3980537011D-08
      23296  0.1311875710D-03  0.1484644157D-12  0.3980195062D-08
      23297  0.1311819529D-03  0.1482339643D-12  0.3979852670D-08
      23298  0.1311763253D-03  0.1473456562D-12  0.3979511165D-08
      23299  0.1311706787D-03  0.1480766430D-12  0.3979169216D-08
      23300  0.1311650660D-03  0.1479474080D-12  0.3978827934D-08
      23301  0.1311594398D-03  0.1479410588D-12  0.3978486651D-08
      23302  0.1311538167D-03  0.1477821079D-12  0.3978144925D-08
      23303  0.1311481669D-03  0.1478054976D-12  0.3977803642D-08
      23304  0.1311425543D-03  0.1480448727D-12  0.3977463026D-08
      23305  0.1311369416D-03  0.1477928134D-12  0.3977121743D-08
      23306  0.1311313002D-03  0.1477312011D-12  0.3976780460D-08
      23307  0.1311256959D-03  0.1476572882D-12  0.3976439622D-08
      23308  0.1311200442D-03  0.1478923309D-12  0.3976098339D-08
      23309  0.1311144163D-03  0.1476446189D-12  0.3975757057D-08
      23310  0.1311088036D-03  0.1477611121D-12  0.3975416218D-08
      23311  0.1311031841D-03  0.1475091291D-12  0.3975075380D-08
      23312  0.1310975375D-03  0.1479940679D-12  0.3974734542D-08
      23313  0.1310919317D-03  0.1472508514D-12  0.3974393703D-08
      23314  0.1310863054D-03  0.1476129535D-12  0.3974052865D-08
      23315  0.1310806859D-03  0.1477294230D-12  0.3973712026D-08
      23316  0.1310750680D-03  0.1481467375D-12  0.3973371854D-08
      23317  0.1310694402D-03  0.1477167510D-12  0.3973030793D-08
      23318  0.1310638208D-03  0.1478332011D-12  0.3972690621D-08
      23319  0.1310581945D-03  0.1478268611D-12  0.3972349782D-08
      23320  0.1310525751D-03  0.1470838748D-12  0.3972009166D-08
      23321  0.1310469624D-03  0.1472003367D-12  0.3971668772D-08
      23322  0.1310413565D-03  0.1473167890D-12  0.3971328599D-08
      23323  0.1310357167D-03  0.1479242659D-12  0.3970987983D-08
      23324  0.1310301108D-03  0.1471814029D-12  0.3970647811D-08
      23325  0.1310244846D-03  0.1480343300D-12  0.3970307194D-08
      23326  0.1310188855D-03  0.1472915256D-12  0.3969967022D-08
      23327  0.1310132389D-03  0.1480216374D-12  0.3969626627D-08
      23328  0.1310076262D-03  0.1477698268D-12  0.3969286233D-08
      23329  0.1310020339D-03  0.1472725840D-12  0.3968946505D-08
      23330  0.1309964077D-03  0.1470208275D-12  0.3968606554D-08
      23331  0.1309908086D-03  0.1468918090D-12  0.3968266826D-08
      23332  0.1309851891D-03  0.1468855131D-12  0.3967926876D-08
      23333  0.1309795764D-03  0.1471246298D-12  0.3967586704D-08
      23334  0.1309739570D-03  0.1473637262D-12  0.3967246531D-08
      23335  0.1309683511D-03  0.1471120196D-12  0.3966906803D-08
      23336  0.1309627384D-03  0.1467376443D-12  0.3966567075D-08
      23337  0.1309571258D-03  0.1472220968D-12  0.3966227347D-08
      23338  0.1309515267D-03  0.1469704286D-12  0.3965887618D-08
      23339  0.1309459072D-03  0.1472094804D-12  0.3965547890D-08
      23340  0.1309403013D-03  0.1472031728D-12  0.3965208162D-08
      23341  0.1309347022D-03  0.1471968660D-12  0.3964868656D-08
      23342  0.1309290828D-03  0.1471905596D-12  0.3964529149D-08
      23343  0.1309234769D-03  0.1473069073D-12  0.3964189643D-08
      23344  0.1309178710D-03  0.1466873556D-12  0.3963850359D-08
      23345  0.1309122447D-03  0.1470490009D-12  0.3963510631D-08
      23346  0.1309066389D-03  0.1475332530D-12  0.3963171125D-08
      23347  0.1309010533D-03  0.1470364036D-12  0.3962832507D-08
      23348  0.1308954362D-03  0.1470218690D-12  0.3962492778D-08
      23349  0.1308898551D-03  0.1464106982D-12  0.3962153716D-08
      23350  0.1308842289D-03  0.1468948949D-12  0.3961814210D-08
      23351  0.1308786298D-03  0.1472564384D-12  0.3961474926D-08
      23352  0.1308730171D-03  0.1468823135D-12  0.3961135864D-08
      23353  0.1308674045D-03  0.1468760234D-12  0.3960796802D-08
      23354  0.1308618122D-03  0.1468697343D-12  0.3960458184D-08
      23355  0.1308562198D-03  0.1464956739D-12  0.3960119122D-08
      23356  0.1308506072D-03  0.1469797425D-12  0.3959779837D-08
      23357  0.1308450081D-03  0.1468508694D-12  0.3959440997D-08
      23358  0.1308394052D-03  0.1466962566D-12  0.3959102379D-08
      23359  0.1308338099D-03  0.1469608652D-12  0.3958763539D-08
      23360  0.1308282144D-03  0.1460628484D-12  0.3958424699D-08
      23361  0.1308225913D-03  0.1470708420D-12  0.3958085637D-08
      23362  0.1308170058D-03  0.1466968851D-12  0.3957747241D-08
      23363  0.1308114135D-03  0.1466906059D-12  0.3957408623D-08
      23364  0.1308058076D-03  0.1470519570D-12  0.3957069783D-08
      23365  0.1308002153D-03  0.1466780489D-12  0.3956731387D-08
      23366  0.1307946298D-03  0.1464267055D-12  0.3956392991D-08
      23367  0.1307889967D-03  0.1467880218D-12  0.3956054373D-08
      23368  0.1307834112D-03  0.1466592176D-12  0.3955716199D-08
      23369  0.1307778325D-03  0.1464079075D-12  0.3955377803D-08
      23370  0.1307722130D-03  0.1465241543D-12  0.3955039185D-08
      23371  0.1307666343D-03  0.1468854043D-12  0.3954701011D-08
      23372  0.1307610420D-03  0.1467566181D-12  0.3954362837D-08
      23373  0.1307554565D-03  0.1467503389D-12  0.3954024663D-08
      23374  0.1307498506D-03  0.1461316060D-12  0.3953686267D-08
      23375  0.1307442650D-03  0.1468602681D-12  0.3953348537D-08
      23376  0.1307386660D-03  0.1468539853D-12  0.3953009919D-08
      23377  0.1307330804D-03  0.1468477029D-12  0.3952672190D-08
      23378  0.1307274881D-03  0.1465964816D-12  0.3952334460D-08
      23379  0.1307218890D-03  0.1463452815D-12  0.3951996064D-08
      23380  0.1307162899D-03  0.1467064001D-12  0.3951658112D-08
      23381  0.1307107044D-03  0.1468225794D-12  0.3951320604D-08
      23382  0.1307051189D-03  0.1466938510D-12  0.3950982652D-08
      23383  0.1306995130D-03  0.1464426898D-12  0.3950644700D-08
      23384  0.1306939546D-03  0.1459466730D-12  0.3950307192D-08
      23385  0.1306883623D-03  0.1464301648D-12  0.3949969685D-08
      23386  0.1306827632D-03  0.1464239032D-12  0.3949631733D-08
      23387  0.1306772048D-03  0.1461727964D-12  0.3949294669D-08
      23388  0.1306715922D-03  0.1464113815D-12  0.3948956939D-08
      23389  0.1306659863D-03  0.1464051214D-12  0.3948618987D-08
      23390  0.1306604211D-03  0.1462764549D-12  0.3948281702D-08
      23391  0.1306548356D-03  0.1465150048D-12  0.3947944416D-08
      23392  0.1306492501D-03  0.1463863445D-12  0.3947607130D-08
      23393  0.1306436645D-03  0.1461353036D-12  0.3947269622D-08
      23394  0.1306380926D-03  0.1457618982D-12  0.3946932337D-08
      23395  0.1306325071D-03  0.1460004293D-12  0.3946595051D-08
      23396  0.1306269351D-03  0.1459941889D-12  0.3946257987D-08
      23397  0.1306213428D-03  0.1461103192D-12  0.3945920479D-08
      23398  0.1306157573D-03  0.1458593440D-12  0.3945583416D-08
      23399  0.1306101582D-03  0.1464649101D-12  0.3945245908D-08
      23400  0.1306045930D-03  0.1457245221D-12  0.3944909288D-08
      23401  0.1305990075D-03  0.1462076929D-12  0.3944572224D-08
      23402  0.1305934356D-03  0.1463237892D-12  0.3944235383D-08
      23403  0.1305878500D-03  0.1461951974D-12  0.3943898541D-08
      23404  0.1305822713D-03  0.1460666167D-12  0.3943561477D-08
      23405  0.1305766926D-03  0.1459380472D-12  0.3943224858D-08
      23406  0.1305711138D-03  0.1456871651D-12  0.3942887794D-08
      23407  0.1305655370D-03  0.1459127577D-12  0.3942551174D-08
      23408  0.1305599631D-03  0.1455524039D-12  0.3942214555D-08
      23409  0.1305543776D-03  0.1458299261D-12  0.3941877491D-08
      23410  0.1305488124D-03  0.1456622709D-12  0.3941541094D-08
      23411  0.1305432405D-03  0.1461452380D-12  0.3941204696D-08
      23412  0.1305376482D-03  0.1461389953D-12  0.3940868076D-08
      23413  0.1305320898D-03  0.1453990323D-12  0.3940531901D-08
      23414  0.1305265179D-03  0.1460042303D-12  0.3940195281D-08
      23415  0.1305209242D-03  0.1457939208D-12  0.3939858662D-08
      23416  0.1305153569D-03  0.1458956041D-12  0.3939522708D-08
      23417  0.1305097818D-03  0.1461370939D-12  0.3939185866D-08
      23418  0.1305042029D-03  0.1462238120D-12  0.3938849691D-08
      23419  0.1304986310D-03  0.1454840350D-12  0.3938513293D-08
      23420  0.1304930726D-03  0.1457223234D-12  0.3938177340D-08
      23421  0.1304875074D-03  0.1460828363D-12  0.3937841164D-08
      23422  0.1304819239D-03  0.1462491327D-12  0.3937504767D-08
      23423  0.1304763567D-03  0.1457036585D-12  0.3937169035D-08
      23424  0.1304708119D-03  0.1454529793D-12  0.3936833526D-08
      23425  0.1304652264D-03  0.1449578732D-12  0.3936496906D-08
      23426  0.1304596461D-03  0.1463311743D-12  0.3936161175D-08
      23427  0.1304540757D-03  0.1451899249D-12  0.3935825221D-08
      23428  0.1304485038D-03  0.1453059356D-12  0.3935489268D-08
      23429  0.1304429454D-03  0.1456663436D-12  0.3935153536D-08
      23430  0.1304373802D-03  0.1451713339D-12  0.3934817805D-08
      23431  0.1304318083D-03  0.1452873308D-12  0.3934482073D-08
      23432  0.1304262431D-03  0.1454033179D-12  0.3934146120D-08
      23433  0.1304206780D-03  0.1452749299D-12  0.3933810611D-08
      23434  0.1304151128D-03  0.1456352624D-12  0.3933475323D-08
      23435  0.1304095408D-03  0.1452625314D-12  0.3933139592D-08
      23436  0.1304039825D-03  0.1459893340D-12  0.3932804082D-08
      23437  0.1303984445D-03  0.1454944583D-12  0.3932468795D-08
      23438  0.1303928454D-03  0.1463433452D-12  0.3932132842D-08
      23439  0.1303873073D-03  0.1453598919D-12  0.3931797776D-08
      23440  0.1303817420D-03  0.1450982481D-12  0.3931462489D-08
      23441  0.1303761782D-03  0.1447741795D-12  0.3931126979D-08
      23442  0.1303706458D-03  0.1449748822D-12  0.3930792136D-08
      23443  0.1303650738D-03  0.1446023066D-12  0.3930456627D-08
      23444  0.1303594951D-03  0.1453288893D-12  0.3930121339D-08
      23445  0.1303539503D-03  0.1449563304D-12  0.3929786274D-08
      23446  0.1303483851D-03  0.1451943771D-12  0.3929451209D-08
      23447  0.1303428268D-03  0.1451881843D-12  0.3929116144D-08
      23448  0.1303372616D-03  0.1456704095D-12  0.3928781078D-08
      23449  0.1303316964D-03  0.1452978996D-12  0.3928446235D-08
      23450  0.1303261584D-03  0.1446812341D-12  0.3928111614D-08
      23451  0.1303206000D-03  0.1447971530D-12  0.3927776326D-08
      23452  0.1303150417D-03  0.1450351454D-12  0.3927441483D-08
      23453  0.1303094765D-03  0.1450289614D-12  0.3927106640D-08
      23454  0.1303039113D-03  0.1452669235D-12  0.3926771575D-08
      23455  0.1302983597D-03  0.1453827976D-12  0.3926436953D-08
      23456  0.1302928217D-03  0.1450104115D-12  0.3926102332D-08
      23457  0.1302872634D-03  0.1452483441D-12  0.3925767711D-08
      23458  0.1302817050D-03  0.1449980476D-12  0.3925433312D-08
      23459  0.1302761602D-03  0.1448698194D-12  0.3925098468D-08
      23460  0.1302706018D-03  0.1452297695D-12  0.3924764069D-08
      23461  0.1302650434D-03  0.1446133957D-12  0.3924429670D-08
      23462  0.1302594918D-03  0.1444852005D-12  0.3924094827D-08
      23463  0.1302539538D-03  0.1444790422D-12  0.3923760872D-08
      23464  0.1302483886D-03  0.1447169265D-12  0.3923426251D-08
      23465  0.1302428642D-03  0.1448327747D-12  0.3923092295D-08
      23466  0.1302372855D-03  0.1450706238D-12  0.3922757674D-08
      23467  0.1302317407D-03  0.1450644417D-12  0.3922423275D-08
      23468  0.1302261755D-03  0.1449362599D-12  0.3922088876D-08
      23469  0.1302206578D-03  0.1446860939D-12  0.3921755365D-08
      23470  0.1302150927D-03  0.1449239087D-12  0.3921421188D-08
      23471  0.1302095682D-03  0.1446737644D-12  0.3921087011D-08
      23472  0.1302040167D-03  0.1444236417D-12  0.3920753056D-08
      23473  0.1301984515D-03  0.1442955146D-12  0.3920418656D-08
      23474  0.1301929145D-03  0.1451515452D-12  0.3920084479D-08
      23475  0.1301873687D-03  0.1444051845D-12  0.3919751190D-08
      23476  0.1301818307D-03  0.1443990329D-12  0.3919417013D-08
      23477  0.1301762926D-03  0.1445148355D-12  0.3919083280D-08
      23478  0.1301707426D-03  0.1448144426D-12  0.3918749325D-08
      23479  0.1301652030D-03  0.1441366956D-12  0.3918415814D-08
      23480  0.1301596582D-03  0.1444963704D-12  0.3918082303D-08
      23481  0.1301541064D-03  0.1442592866D-12  0.3917748126D-08
      23482  0.1301485890D-03  0.1446059904D-12  0.3917415059D-08
      23483  0.1301430306D-03  0.1445998323D-12  0.3917081104D-08
      23484  0.1301374790D-03  0.1441060064D-12  0.3916747593D-08
      23485  0.1301319410D-03  0.1440998700D-12  0.3916414304D-08
      23486  0.1301264030D-03  0.1445813608D-12  0.3916080349D-08
      23487  0.1301208446D-03  0.1449409095D-12  0.3915746838D-08
      23488  0.1301153134D-03  0.1444471533D-12  0.3915413549D-08
      23489  0.1301097889D-03  0.1448066767D-12  0.3915080260D-08
      23490  0.1301042441D-03  0.1441910820D-12  0.3914746971D-08
      23491  0.1300986993D-03  0.1449162284D-12  0.3914413682D-08
      23492  0.1300931681D-03  0.1445444325D-12  0.3914080615D-08
      23493  0.1300876301D-03  0.1442945389D-12  0.3913747104D-08
      23494  0.1300821124D-03  0.1440446666D-12  0.3913414037D-08
      23495  0.1300765608D-03  0.1440385353D-12  0.3913080970D-08
      23496  0.1300710160D-03  0.1445198241D-12  0.3912747903D-08
      23497  0.1300655052D-03  0.1435388760D-12  0.3912414837D-08
      23498  0.1300599604D-03  0.1442638342D-12  0.3912081770D-08
      23499  0.1300544156D-03  0.1445013732D-12  0.3911748259D-08
      23500  0.1300488911D-03  0.1440078877D-12  0.3911415858D-08
      23501  0.1300433463D-03  0.1441235886D-12  0.3911082791D-08
      23502  0.1300378437D-03  0.1433970221D-12  0.3910750168D-08
      23503  0.1300322927D-03  0.1442156708D-12  0.3910417101D-08
      23504  0.1300267662D-03  0.1441051923D-12  0.3910084478D-08
      23505  0.1300212282D-03  0.1439772529D-12  0.3909751634D-08
      23506  0.1300156902D-03  0.1440929307D-12  0.3909418789D-08
      23507  0.1300101725D-03  0.1445739919D-12  0.3909086166D-08
      23508  0.1300046413D-03  0.1440806711D-12  0.3908753765D-08
      23509  0.1299991033D-03  0.1439527545D-12  0.3908420920D-08
      23510  0.1299935720D-03  0.1441901960D-12  0.3908088075D-08
      23511  0.1299880544D-03  0.1440622857D-12  0.3907755897D-08
      23512  0.1299825230D-03  0.1439650429D-12  0.3907423274D-08
      23513  0.1299769980D-03  0.1439975070D-12  0.3907090873D-08
      23514  0.1299714743D-03  0.1440439049D-12  0.3906758472D-08
      23515  0.1299659498D-03  0.1436725100D-12  0.3906426294D-08
      23516  0.1299604177D-03  0.1433947661D-12  0.3906093671D-08
      23517  0.1299548874D-03  0.1440255288D-12  0.3905761492D-08
      23518  0.1299493765D-03  0.1437759230D-12  0.3905429091D-08
      23519  0.1299438521D-03  0.1440132808D-12  0.3905097135D-08
      23520  0.1299383295D-03  0.1440999101D-12  0.3904764956D-08
      23521  0.1299327896D-03  0.1437575843D-12  0.3904432333D-08
      23522  0.1299272584D-03  0.1438731924D-12  0.3904099932D-08
      23523  0.1299217465D-03  0.1437627673D-12  0.3903767976D-08
      23524  0.1299162027D-03  0.1436175403D-12  0.3903436019D-08
      23525  0.1299107054D-03  0.1436114351D-12  0.3903104062D-08
      23526  0.1299051945D-03  0.1432402323D-12  0.3902772105D-08
      23527  0.1298996565D-03  0.1435992265D-12  0.3902440149D-08
      23528  0.1298941389D-03  0.1439581900D-12  0.3902107970D-08
      23529  0.1298886182D-03  0.1440931650D-12  0.3901776680D-08
      23530  0.1298831036D-03  0.1435809173D-12  0.3901444723D-08
      23531  0.1298775791D-03  0.1434531417D-12  0.3901112544D-08
      23532  0.1298720750D-03  0.1433253770D-12  0.3900781032D-08
      23533  0.1298665642D-03  0.1434409496D-12  0.3900449297D-08
      23534  0.1298610329D-03  0.1434348542D-12  0.3900117118D-08
      23535  0.1298555153D-03  0.1430638006D-12  0.3899785384D-08
      23536  0.1298499908D-03  0.1436659606D-12  0.3899454093D-08
      23537  0.1298444868D-03  0.1431732862D-12  0.3899122136D-08
      23538  0.1298389555D-03  0.1434104780D-12  0.3898790846D-08
      23539  0.1298334514D-03  0.1436476500D-12  0.3898459333D-08
      23540  0.1298278999D-03  0.1436415473D-12  0.3898127376D-08
      23541  0.1298224229D-03  0.1432705796D-12  0.3897796308D-08
      23542  0.1298168849D-03  0.1433861102D-12  0.3897464129D-08
      23543  0.1298113876D-03  0.1432584080D-12  0.3897133283D-08
      23544  0.1298058699D-03  0.1433739296D-12  0.3896801770D-08
      23545  0.1298003523D-03  0.1436110425D-12  0.3896470258D-08
      23546  0.1297948550D-03  0.1433617509D-12  0.3896138967D-08
      23547  0.1297893306D-03  0.1433556623D-12  0.3895807676D-08
      23548  0.1297838292D-03  0.1433039796D-12  0.3895476164D-08
      23549  0.1297783156D-03  0.1432219060D-12  0.3895145317D-08
      23550  0.1297728047D-03  0.1429726733D-12  0.3894814027D-08
      23551  0.1297672939D-03  0.1428450321D-12  0.3894482958D-08
      23552  0.1297617898D-03  0.1432036620D-12  0.3894151668D-08
      23553  0.1297562857D-03  0.1430760217D-12  0.3893820821D-08
      23554  0.1297507816D-03  0.1425837279D-12  0.3893489975D-08
      23555  0.1297452572D-03  0.1436716209D-12  0.3893158462D-08
      23556  0.1297397675D-03  0.1431422451D-12  0.3892827838D-08
      23557  0.1297342490D-03  0.1428086477D-12  0.3892496547D-08
      23558  0.1297287437D-03  0.1427426011D-12  0.3892165701D-08
      23559  0.1297232341D-03  0.1429180525D-12  0.3891834632D-08
      23560  0.1297177368D-03  0.1431550336D-12  0.3891503786D-08
      23561  0.1297122327D-03  0.1426628828D-12  0.3891172939D-08
      23562  0.1297067354D-03  0.1427783413D-12  0.3890842315D-08
      23563  0.1297012177D-03  0.1431368065D-12  0.3890511024D-08
      23564  0.1296957272D-03  0.1425232162D-12  0.3890180622D-08
      23565  0.1296902096D-03  0.1431246579D-12  0.3889849776D-08
      23566  0.1296847123D-03  0.1431185842D-12  0.3889518929D-08
      23567  0.1296792150D-03  0.1427480481D-12  0.3889188971D-08
      23568  0.1296737015D-03  0.1425075698D-12  0.3888858791D-08
      23569  0.1296682136D-03  0.1431003673D-12  0.3888529054D-08
      23570  0.1296627027D-03  0.1426084070D-12  0.3888199318D-08
      23571  0.1296572122D-03  0.1432096924D-12  0.3887869360D-08
      23572  0.1296516946D-03  0.1430821551D-12  0.3887539624D-08
      23573  0.1296462108D-03  0.1425902582D-12  0.3887210109D-08
      23574  0.1296407068D-03  0.1425842097D-12  0.3886880373D-08
      23575  0.1296352163D-03  0.1426996082D-12  0.3886551081D-08
      23576  0.1296296986D-03  0.1428149970D-12  0.3886221345D-08
      23577  0.1296242149D-03  0.1430518118D-12  0.3885891608D-08
      23578  0.1296187168D-03  0.1432202183D-12  0.3885562316D-08
      23579  0.1296132067D-03  0.1425539746D-12  0.3885232580D-08
      23580  0.1296077094D-03  0.1427907703D-12  0.3884903510D-08
      23581  0.1296022393D-03  0.1424204679D-12  0.3884574440D-08
      23582  0.1295967511D-03  0.1420701362D-12  0.3884245370D-08
      23583  0.1295912379D-03  0.1425297944D-12  0.3883915634D-08
      23584  0.1295857474D-03  0.1427665512D-12  0.3883586563D-08
      23585  0.1295802501D-03  0.1430032876D-12  0.3883257493D-08
      23586  0.1295747528D-03  0.1423902750D-12  0.3882928201D-08
      23587  0.1295692623D-03  0.1426270074D-12  0.3882599131D-08
      23588  0.1295637786D-03  0.1424995810D-12  0.3882270283D-08
      23589  0.1295582813D-03  0.1427362889D-12  0.3881941213D-08
      23590  0.1295527840D-03  0.1428516071D-12  0.3881612143D-08
      23591  0.1295472935D-03  0.1423600950D-12  0.3881283073D-08
      23592  0.1295417962D-03  0.1427181373D-12  0.3880954447D-08
      23593  0.1295363328D-03  0.1423480266D-12  0.3880625599D-08
      23594  0.1295308219D-03  0.1423419931D-12  0.3880296751D-08
      23595  0.1295253382D-03  0.1420932733D-12  0.3879968125D-08
      23596  0.1295198409D-03  0.1424512662D-12  0.3879639277D-08
      23597  0.1295143708D-03  0.1424452291D-12  0.3879310873D-08
      23598  0.1295088735D-03  0.1429245049D-12  0.3878982024D-08
      23599  0.1295033898D-03  0.1423118335D-12  0.3878653621D-08
      23600  0.1294979060D-03  0.1424271209D-12  0.3878325217D-08
      23601  0.1294924020D-03  0.1424210861D-12  0.3877996368D-08
      23602  0.1294869318D-03  0.1418085137D-12  0.3877668187D-08
      23603  0.1294814413D-03  0.1419238080D-12  0.3877339783D-08
      23604  0.1294759508D-03  0.1421603893D-12  0.3877010935D-08
      23605  0.1294704806D-03  0.1421543667D-12  0.3876682975D-08
